-9.999999362168771055e-01 -9.999998565033402231e-01 -9.999996806385561543e-01 -9.999992966825186347e-01 -9.999984669113369806e-01 -9.999966914009520425e-01 -9.999929288241428127e-01 -9.999850302335220320e-01 -9.999686010474693187e-01 -9.999347338199805479e-01 -9.998655301927356076e-01 -9.997253318239494035e-01 -9.994436968471563931e-01 -9.988826500735268343e-01 -9.977743080067825732e-01 -9.956035113153659522e-01 -9.913905774147722116e-01 -9.832991552960522741e-01 -9.679581951507381099e-01 -9.393818403042408782e-01 -8.875326203721841667e-01 -7.972535246286395205e-01 -6.499643259948232332e-01 -4.323099634438654082e-01 -1.522597630129189639e-01 1.514968421126162978e-01 4.265771825982324628e-01 6.385416093953021344e-01 7.828691748254739124e-01 8.733100182104647224e-01 9.272098586702807177e-01 9.584566909180114447e-01 9.763257896845702888e-01 9.864894095551655084e-01 9.922660028015723999e-01 9.955552840224737299e-01 9.974343942822184728e-01 9.985122338565207700e-01 9.991332093216851451e-01 9.994926204016675308e-01 9.997016142717864984e-01 9.998237102531427611e-01 9.998953708341385971e-01 9.999376228582983472e-01 9.999626479510759225e-01 9.999775359199293279e-01 9.999864319550465508e-01 9.999917705665853918e-01 9.999949879340981340e-01 9.999969350136136415e-01
-9.999999288747225545e-01 -9.999998403729146723e-01 -9.999996455698999531e-01 -9.999992212145049075e-01 -9.999983061091074488e-01 -9.999963520754026058e-01 -9.999922195052747265e-01 -9.999835610819883813e-01 -9.999655853708547815e-01 -9.999285979014657100e-01 -9.998531530719367844e-01 -9.997005776997479609e-01 -9.993946107253778299e-01 -9.987861650614117126e-01 -9.975864237192080264e-01 -9.952415402792094135e-01 -9.907024999471387705e-01 -9.820153739560637529e-01 -9.656308560319628587e-01 -9.353595178354097150e-01 -8.811399218101746422e-01 -7.885530220873515628e-01 -6.414045911173595904e-01 -4.300933972904074087e-01 -1.637780377842705526e-01 1.248190836744606930e-01 3.922651486595939985e-01 6.065653591235171671e-01 7.586623564551608911e-01 8.572417191219057209e-01 9.173499115280187022e-01 9.526677411281156971e-01 9.730045725161110548e-01 9.846043457882612815e-01 9.912000528481010875e-01 9.949523974695483330e-01 9.970926010244620663e-01 9.983177732885696321e-01 9.990221103031844407e-01 9.994288622766838159e-01 9.996648548700171055e-01 9.998024176898706594e-01 9.998829797365046401e-01 9.999303785525940347e-01 9.999583932918936213e-01 9.999750258488540045e-01 9.999849445441338913e-01 9.999908853095439420e-01 9.999944587935846174e-01 9.999966173951030379e-01
-9.999999111069854951e-01 -9.999998013380799744e-01 -9.999995607123544072e-01 -9.999990386281422117e-01 -9.999979171511246268e-01 -9.999955315254122068e-01 -9.999905048320691936e-01 -9.999800110601332337e-01 -9.999583017953251884e-01 -9.999137863910634305e-01 -9.998232958244714919e-01 -9.996409140424815654e-01 -9.992764377153612321e-01 -9.985542804188166643e-01 -9.971361249668484472e-01 -9.943780994070471335e-01 -9.890748533632957029e-01 -9.790241474422174406e-01 -9.603547580049177634e-01 -9.266818304457057343e-01 -8.685364341068051441e-01 -7.741640413747495897e-01 -6.329778781833294010e-01 -4.414031254948295180e-01 -2.080864750960326748e-01 4.566521712795907489e-02 2.920727045283023626e-01 5.066476897214556852e-01 6.755521235230032007e-01 7.970145793148525337e-01 8.778581738423461012e-01 9.284569679365444195e-01 9.587633919817271089e-01 9.764181466388740516e-01 9.865469265789541531e-01 9.923183764762341097e-01 9.956015823355417460e-01 9.974718499358675716e-01 9.985404885259996366e-01 9.991535052772988479e-01 9.995067134357665806e-01 9.997111704748435912e-01 9.998300818366862019e-01 9.998995681037784466e-01 9.999403639094995855e-01 9.999644269169042365e-01 9.999786854247783019e-01 9.999871724894582314e-01 9.999922467019453087e-01 9.999952937248484108e-01
-9.999998866207840953e-01 -9.999997472478118210e-01 -9.999994425193915459e-01 -9.999987830812986367e-01 -9.999973702847435586e-01 -9.999943729011089300e-01 -9.999880739363803395e-01 -9.999749591622989486e-01 -9.999479002928378657e-01 -9.998925657946072798e-01 -9.997803948581177602e-01 -9.995549767717443190e-01 -9.991059372528573457e-01 -9.982195653850415296e-01 -9.964872772097680409e-01 -9.931410607563300186e-01 -9.867729182374034291e-01 -9.749012595182103835e-01 -9.534229432423011463e-01 -9.162148411061536990e-01 -8.554776379415994780e-01 -7.633747652419450302e-01 -6.346206176001314425e-01 -4.688602832536596932e-01 -2.721627745570213142e-01 -5.704378408222843949e-02 1.600977801983406168e-01 3.631288936097570863e-01 5.395494615459260901e-01 6.824952677263663725e-01 7.909560372399258021e-01 8.682394379796182227e-01 9.200410291403684493e-01 9.528640770127678739e-01 9.727353806143844706e-01 9.843903081961135060e-01 9.910985357890201852e-01 9.949238709767520561e-01 9.970984906618818311e-01 9.983354398872318347e-01 9.990409147721405203e-01 9.994448066872015923e-01 9.996770585931648023e-01 9.998112387778330667e-01 9.998891327318113476e-01 9.999345704462876405e-01 9.999612031811138113e-01 9.999768879829585844e-01 9.999861686153721507e-01 9.999916853186097132e-01
-9.999998628847417415e-01 -9.999996939996820267e-01 -9.999993244739355802e-01 -9.999985243738842566e-01 -9.999968095744076191e-01 -9.999931706838337542e-01 -9.999855231484828799e-01 -9.999696020745010294e-01 -9.999367615059804315e-01 -9.998696332248332430e-01 -9.997336480671447090e-01 -9.994606618119107333e-01 -9.989177729789594506e-01 -9.978490891258522399e-01 -9.957702356697208934e-01 -9.917869412964940290e-01 -9.843115018051489251e-01 -9.706972102648379064e-01 -9.469509787812918633e-01 -9.078838222177015860e-01 -8.480106719416656835e-01 -7.629242363056586429e-01 -6.503412668816502817e-01 -5.105158776755134298e-01 -3.467989681803419488e-01 -1.664679176016023443e-01 2.028546601767628604e-02 2.033371261518629458e-01 3.741500470769622555e-01 5.257175503161225505e-01 6.534421107162637909e-01 7.560655444502424327e-01 8.350031916416373878e-01 8.930117625285053373e-01 9.334545703306570408e-01 9.600767124881726122e-01 9.766794866574239897e-01 9.866016162841362291e-01 9.923654918818110016e-01 9.956608199469600962e-01 9.975313584739615713e-01 9.985913460831489230e-01 9.991929148297244989e-01 9.995354356713457289e-01 9.997312814268249914e-01 9.998437867252916167e-01 9.999087335405080212e-01 9.999464127606698671e-01 9.999683814844532170e-01 9.999812535538545877e-01
-9.999998487837714611e-01 -9.999996609631141009e-01 -9.999992482858800491e-01 -9.999983512677437236e-01 -9.999964217742731698e-01 -9.999923135173877098e-01 -9.999836527524069707e-01 -9.999655710433060785e-01 -9.999281781906330657e-01 -9.998515739632233279e-01 -9.996961123594494403e-01 -9.993836592758928994e-01 -9.987621791388214820e-01 -9.975407023095982373e-01 -9.951754875073274276e-01 -9.906873288235135133e-01 -9.824143036705165200e-01 -9.677874337560504747e-01 -9.433457406629560671e-01 -9.051951171475909330e-01 -8.497978718571927992e-01 -7.747342414974256464e-01 -6.790344325140506010e-01 -5.628182788440331263e-01 -4.272612361383082979e-01 -2.760629375923860929e-01 -1.162694597486228637e-01 4.431484444768450659e-02 2.001876349711613212e-01 3.475108763735724193e-01 4.821313546504619185e-01 6.001023955840181223e-01 6.995227312248870621e-01 7.808218710078199676e-01 8.455536641014748112e-01 8.954672051984273740e-01 9.323221866056913276e-01 9.580659838122523864e-01 9.749768033205277185e-01 9.854708160113314630e-01 9.917027676029900318e-01 9.952993159124222666e-01 9.973426656830226555e-01 9.984957788175899962e-01 9.991456909370133310e-01 9.995126807270606761e-01 9.997206574165187210e-01 9.998390505917504889e-01 9.999067808011813385e-01 9.999457270767179162e-01
-9.999998482662444399e-01 -9.999996577640908324e-01 -9.999992367354887390e-01 -9.999983163363072025e-01 -9.999963255976179743e-01 -9.999920643230955086e-01 -9.999830349832106169e-01 -9.999640918481985663e-01 -9.999247379628952714e-01 -9.998437773538684237e-01 -9.996788744844116170e-01 -9.993465232778973029e-01 -9.986845921050729880e-01 -9.973851801882951396e-01 -9.948829547100342952e-01 -9.901943436427353973e-01 -9.817484220604487666e-01 -9.673351095766953289e-01 -9.443045025427458938e-01 -9.099159753109892224e-01 -8.616527639536407657e-01 -7.977833357068884190e-01 -7.179402809257159346e-01 -6.224955607887076026e-01 -5.114802727288932926e-01 -3.855509342750510493e-01 -2.484811487379520456e-01 -1.071483974026539721e-01 3.216583042248821050e-02 1.666745576139818386e-01 2.955662286060932176e-01 4.169049377161689884e-01 5.273263145354001313e-01 6.240449377569586842e-01 7.064645586869923166e-01 7.759458541209107718e-01 8.340730341571959139e-01 8.816422768129728027e-01 9.191512835591172381e-01 9.473269561329098476e-01 9.672692790262622520e-01 9.804853809847461354e-01 9.887165413704745998e-01 9.935981305557981536e-01 9.964012923143732436e-01 9.979825121466759930e-01 9.988675501591337547e-01 9.993621305219180240e-01 9.996390421732255227e-01 9.997946743550792936e-01
-9.999998556194727994e-01 -9.999996735857279440e-01 -9.999992699577936461e-01 -9.999983844010591483e-01 -9.999964615516454547e-01 -9.999923286923830812e-01 -9.999835343208218763e-01 -9.999650049830168808e-01 -9.999263479474335137e-01 -9.998465028910359376e-01 -9.996833056069800438e-01 -9.993535805034770014e-01 -9.986965102821067086e-01 -9.974103282525539349e-01 -9.949550518835809099e-01 -9.904356491602394064e-01 -9.825344090933656460e-01 -9.696023809015043016e-01 -9.498824420719546024e-01 -9.215448762385939352e-01 -8.824686893012743116e-01 -8.306250152502104855e-01 -7.653588386739156313e-01 -6.875646363472586176e-01 -5.977736809872427060e-01 -4.952233259205880977e-01 -3.800825181967062427e-01 -2.560922556742195044e-01 -1.297020194697795781e-01 -6.317926878068685220e-03 1.121565978319704893e-01 2.262771738332835236e-01 3.361133871014949648e-01 4.396902704379609395e-01 5.340301556181663578e-01 6.170092268423273962e-01 6.880744894462482719e-01 7.481128072101789206e-01 7.990461097058676465e-01 8.429446571057007676e-01 8.815584757895913448e-01 9.158700851840717583e-01 9.445811820750540377e-01 9.657884604655789795e-01 9.798531751337498097e-01 9.885225174586805830e-01 9.935950048410202573e-01 9.964617041438450507e-01 9.980506351599296444e-01 9.989240836679134095e-01
-9.999998588921823472e-01 -9.999996829283933630e-01 -9.999992944670687001e-01 -9.999984451109333872e-01 -9.999966055823521494e-01 -9.999926587819669699e-01 -9.999842692782714426e-01 -9.999666015995685164e-01 -9.999297450037102353e-01 -9.998536124603748521e-01 -9.996980313334765667e-01 -9.993840604071452249e-01 -9.987605069854221806e-01 -9.975492577033793218e-01 -9.952712284306096668e-01 -9.911831500213920121e-01 -9.842963680320671038e-01 -9.735231934334231951e-01 -9.578377805243902809e-01 -9.362321494310746894e-01 -9.073947159777379090e-01 -8.695294920735575639e-01 -8.209935699021901900e-01 -7.610702652496671439e-01 -6.896872292080469258e-01 -6.068867083625124614e-01 -5.126290148513961142e-01 -4.076069587552411111e-01 -2.950719826431472681e-01 -1.806406494393778261e-01 -6.936735729037256382e-02 3.728130181500564216e-02 1.407992216102343652e-01 2.421016635235954395e-01 3.401691989474053268e-01 4.332902261447216796e-01 5.194302007524825848e-01 5.961595452196055689e-01 6.620653722067985081e-01 7.180800894463226225e-01 7.669446673985979013e-01 8.111304350877707181e-01 8.510983145465433886e-01 8.865608092200406576e-01 9.170017528534498696e-01 9.417166070827518443e-01 9.609631692489246646e-01 9.753636606048846636e-01 9.853326033659959293e-01 9.915936554690576443e-01
-9.999998499886814107e-01 -9.999996663902660510e-01 -9.999992651953449885e-01 -9.999983965232870364e-01 -9.999965324037957126e-01 -9.999925669941831519e-01 -9.999842043271740533e-01 -9.999667204274489407e-01 -9.999304900823537956e-01 -9.998561222720364627e-01 -9.997051127403355775e-01 -9.994025663287168237e-01 -9.988074369031910704e-01 -9.976679399230755640e-01 -9.955729740040382136e-01 -9.919394157884664498e-01 -9.860804072037062662e-01 -9.772879872727241457e-01 -9.647739039791073390e-01 -9.476103345425329616e-01 -9.249028608162148668e-01 -8.958737542572446921e-01 -8.599005100979069116e-01 -8.170938639036370299e-01 -7.681243088027595034e-01 -7.120578519774882764e-01 -6.453127117857414552e-01 -5.651015587854109068e-01 -4.736572881049120332e-01 -3.771865787143252047e-01 -2.765757641972257930e-01 -1.638060856749561645e-01 -6.185280613550755979e-02 3.385104933378443176e-02 1.285001687378989621e-01 2.215505566687490935e-01 3.107560634397395494e-01 3.959330358518872162e-01 4.797591966802092212e-01 5.582519395294893716e-01 6.254240514490304603e-01 6.837807556254904551e-01 7.366841758399310658e-01 7.820086254260845138e-01 8.191442820661457569e-01 8.495859190427157426e-01 8.749806706633084241e-01 8.970409598156489084e-01 9.164341049365597458e-01 9.315139795577407344e-01
